Year,State,District,Rape Cases,Abduction Cases,Murder Cases,Total Crimes,Population,Crime Rate,Arrests,Crime Clearance Rate
2022,Dadra and Nagar Haveli and Daman and Diu,Daman,144,154,71,858,305362,280.98,792,92.31
2021,Gujarat,Surat,88,161,32,746,154952,481.44,614,82.31
2020,Rajasthan,Udaipur,196,118,51,482,393956,122.35,370,76.76
2020,Gujarat,Surat,89,287,67,699,641825,108.91,565,80.83
2018,West Bengal,Siliguri,28,119,77,396,711382,55.67,392,98.99
2018,Rajasthan,Jodhpur,51,106,76,549,1969619,27.87,458,83.42
2018,Bihar,Muzaffarpur,186,155,90,514,1290742,39.82,296,57.59
2018,Lakshadweep,Minicoy,175,290,60,615,645412,95.29,584,94.96
2022,Tamil Nadu,Madurai,117,77,93,504,1533360,32.87,500,99.21
2018,Tamil Nadu,Coimbatore,169,59,52,747,1796325,41.58,477,63.86
2018,Andhra Pradesh,Visakhapatnam,187,266,28,651,1585089,41.07,400,61.44
2019,Puducherry,Puducherry,36,78,65,578,469171,123.2,432,74.74
2021,Andaman and Nicobar Islands,Car Nicobar,58,59,85,450,756467,59.49,349,77.56
2022,Punjab,Ludhiana,136,32,36,563,431153,130.58,534,94.85
2021,Gujarat,Ahmedabad,35,284,27,595,133551,445.52,310,52.1
2020,Nagaland,Mokokchung,52,255,61,459,1276546,35.96,303,66.01
2021,Dadra and Nagar Haveli and Daman and Diu,Diu,145,255,82,639,1158651,55.15,587,91.86
2022,Tripura,Agartala,11,177,21,581,488394,118.96,292,50.26
2018,Odisha,Rourkela,168,231,31,554,1730850,32.01,277,50
2018,Jammu and Kashmir,Anantnag,111,64,94,663,803474,82.52,470,70.89
2019,Andhra Pradesh,Vijayawada,173,166,31,854,1938691,44.05,614,71.9
2021,Puducherry,Karaikal,69,21,66,591,1526869,38.71,494,83.59
2022,Uttarakhand,Haridwar,118,295,63,823,562615,146.28,514,62.45
2021,Telangana,Warangal,123,38,56,425,228751,185.79,398,93.65
2022,Meghalaya,Tura,127,247,22,770,645552,119.28,682,88.57
2020,Andaman and Nicobar Islands,Port Blair,120,105,38,569,419372,135.68,354,62.21
2020,Rajasthan,Udaipur,86,175,12,433,1309073,33.08,404,93.3
2020,Rajasthan,Jodhpur,85,269,39,822,631556,130.15,514,62.53
2019,Maharashtra,Nagpur,48,240,64,663,254343,260.67,340,51.28
2020,Andaman and Nicobar Islands,Port Blair,93,179,69,413,759437,54.38,217,52.54
2022,Goa,Vasco da Gama,179,206,23,559,1295344,43.15,445,79.61
2018,Goa,Vasco da Gama,182,172,51,815,1934892,42.12,778,95.46
2019,Tamil Nadu,Chennai,39,107,25,641,449234,142.69,393,61.31
2020,Manipur,Churachandpur,121,88,5,324,765727,42.31,248,76.54
2022,Punjab,Ludhiana,70,158,81,732,1609107,45.49,727,99.32
2021,Puducherry,Mahe,166,161,70,615,1098715,55.97,463,75.28
2018,Ladakh,Leh,45,44,19,443,1740319,25.46,226,51.02
2018,Maharashtra,Pune,121,53,17,375,1042557,35.97,281,74.93
2020,Nagaland,Dimapur,160,242,87,648,322500,200.93,422,65.12
2022,Bihar,Gaya,152,157,10,579,1241178,46.65,433,74.78
2021,Karnataka,Mangaluru,84,166,21,422,841725,50.14,417,98.82
2021,West Bengal,Darjeeling,64,189,33,567,1965310,28.85,540,95.24
2022,Telangana,Nizamabad,87,189,36,623,1661593,37.49,312,50.08
2018,West Bengal,Darjeeling,92,257,70,839,897955,93.43,749,89.27
2018,Tamil Nadu,Chennai,67,274,26,858,1530009,56.08,613,71.45
2018,Ladakh,Kargil,122,207,76,769,775964,99.1,635,82.57
2021,Himachal Pradesh,Shimla,24,161,63,735,470991,156.05,556,75.65
2021,Dadra and Nagar Haveli and Daman and Diu,Silvassa,36,124,5,280,213125,131.38,232,82.86
2018,Goa,Margao,102,91,73,376,108941,345.14,215,57.18
2022,Manipur,Imphal,37,20,19,282,873472,32.28,233,82.62
2021,Manipur,Thoubal,62,263,49,645,1114443,57.88,437,67.75
2021,Rajasthan,Jodhpur,113,228,31,510,1556341,32.77,446,87.45
2021,Nagaland,Mokokchung,91,40,95,386,196176,196.76,325,84.2
2019,Lakshadweep,Minicoy,166,267,91,641,689144,93.01,334,52.11
2019,Jharkhand,Ranchi,114,62,28,579,693494,83.49,414,71.5
2022,Tamil Nadu,Madurai,74,239,96,677,294811,229.64,432,63.81
2021,Tamil Nadu,Madurai,33,148,56,338,637653,53.01,230,68.05
2022,Karnataka,Mangaluru,43,28,98,596,1169823,50.95,567,95.13
2018,Bihar,Patna,120,180,50,809,849613,95.22,458,56.61
2022,Delhi,South Delhi,116,61,77,652,181154,359.91,560,85.89
2022,Madhya Pradesh,Bhopal,20,42,82,269,984660,27.32,254,94.42
2020,Andaman and Nicobar Islands,Port Blair,180,217,58,547,1370173,39.92,492,89.95
2018,Rajasthan,Udaipur,143,60,87,567,1102045,51.45,451,79.54
2021,Maharashtra,Nagpur,53,133,38,628,1486034,42.26,403,64.17
2020,Goa,Vasco da Gama,78,137,52,507,1525351,33.24,309,60.95
2018,Arunachal Pradesh,Pasighat,24,54,18,358,1518108,23.58,336,93.85
2019,Telangana,Warangal,12,185,75,704,603097,116.73,404,57.39
2022,Delhi,New Delhi,172,171,92,865,1669349,51.82,643,74.34
2021,Gujarat,Ahmedabad,36,137,40,457,555300,82.3,323,70.68
2020,Sikkim,Namchi,106,115,34,468,1698728,27.55,414,88.46
2022,Assam,Guwahati,142,228,94,551,198762,277.22,289,52.45
2021,Goa,Panaji,113,297,11,493,460029,107.17,474,96.15
2019,Tamil Nadu,Madurai,126,91,14,334,1910800,17.48,323,96.71
2021,Assam,Silchar,175,219,92,773,601386,128.54,536,69.34
2020,Kerala,Kozhikode,187,29,25,533,1912896,27.86,323,60.6
2020,Jharkhand,Dhanbad,136,116,83,554,429275,129.05,355,64.08
2018,Haryana,Panipat,167,247,13,776,557716,139.14,476,61.34
2021,Andhra Pradesh,Vijayawada,124,204,15,468,547423,85.49,373,79.7
2018,Arunachal Pradesh,Tawang,10,21,8,347,1444338,24.02,256,73.78
2020,Uttarakhand,Nainital,101,84,12,563,340916,165.14,371,65.9
2022,Bihar,Patna,123,91,99,778,143426,542.44,686,88.17
2022,Karnataka,Mangaluru,39,294,14,802,1357682,59.07,597,74.44
2019,Gujarat,Vadodara,34,81,27,231,488612,47.28,191,82.68
2020,Manipur,Imphal,185,142,83,583,712382,81.84,485,83.19
2018,Puducherry,Karaikal,92,167,67,393,1789606,21.96,255,64.89
2018,Telangana,Nizamabad,145,147,17,407,1765319,23.06,387,95.09
2020,Himachal Pradesh,Mandi,177,103,63,738,145146,508.45,401,54.34
2019,West Bengal,Darjeeling,176,73,75,661,1047418,63.11,591,89.41
2019,Maharashtra,Mumbai,89,293,99,684,1882945,36.33,496,72.51
2018,Odisha,Rourkela,111,238,94,775,672158,115.3,755,97.42
2022,Telangana,Nizamabad,109,217,87,855,975868,87.61,451,52.75
2020,Telangana,Nizamabad,62,180,68,665,983296,67.63,567,85.26
2020,Andhra Pradesh,Guntur,149,48,67,756,454990,166.16,625,82.67
2018,Odisha,Cuttack,151,198,38,695,468343,148.4,398,57.27
2022,Dadra and Nagar Haveli and Daman and Diu,Silvassa,119,124,17,320,660157,48.47,207,64.69
2019,Sikkim,Namchi,28,261,86,678,642830,105.47,620,91.45
2020,Andaman and Nicobar Islands,Port Blair,94,226,94,692,899753,76.91,371,53.61
2019,Assam,Guwahati,126,268,92,714,1970564,36.23,624,87.39
2019,West Bengal,Kolkata,181,263,14,516,724812,71.19,400,77.52
2019,Sikkim,Gyalshing,117,39,91,481,1816736,26.48,441,91.68
2019,Himachal Pradesh,Kangra,28,222,32,495,1590054,31.13,270,54.55
2019,Rajasthan,Jaipur,79,69,22,355,1836189,19.33,241,67.89
2020,Jharkhand,Jamshedpur,89,166,7,361,1521247,23.73,303,83.93
2019,Sikkim,Namchi,147,261,55,547,440236,124.25,287,52.47
2022,Uttar Pradesh,Lucknow,72,53,97,559,886026,63.09,1318,56.89
2019,Karnataka,Mangaluru,82,24,58,648,1561615,41.5,577,89.04
2022,Meghalaya,Shillong,200,189,96,599,71128,842.14,500,83.47
2018,Uttarakhand,Nainital,178,191,8,553,106759,517.99,520,94.03
2022,Mizoram,Aizawl,81,286,13,609,1039927,58.56,436,71.59
2019,Rajasthan,Jodhpur,141,236,69,590,345946,170.55,486,82.37
2019,Chhattisgarh,Raipur,129,26,55,280,1823505,15.36,225,80.36
2022,Manipur,Imphal,182,113,79,689,1355290,50.84,689,100
2019,Dadra and Nagar Haveli and Daman and Diu,Daman,32,29,62,583,1737329,33.56,398,68.27
2022,Dadra and Nagar Haveli and Daman and Diu,Daman,10,122,63,496,1267855,39.12,455,91.73
2019,Andaman and Nicobar Islands,Car Nicobar,42,21,28,579,453371,127.71,337,58.2
2022,Delhi,New Delhi,188,299,97,965,1343642,71.82,647,67.05
2018,Odisha,Rourkela,191,263,58,848,1130196,75.03,750,88.44
2021,Punjab,Jalandhar,142,249,63,932,281079,331.58,822,88.2
2019,Arunachal Pradesh,Pasighat,55,118,53,480,941143,51,369,76.88
2019,Nagaland,Dimapur,124,108,29,496,411226,120.61,410,82.66
2019,Rajasthan,Udaipur,99,138,62,479,262810,182.26,447,93.32
2022,Kerala,Kochi,136,190,30,715,214298,333.65,422,59.02
2019,Nagaland,Mokokchung,88,257,15,410,1562311,26.24,257,62.68
2020,Assam,Silchar,108,79,54,426,1908887,22.32,259,60.8
2018,Jammu and Kashmir,Srinagar,37,262,82,795,625849,127.03,595,74.84
2021,Sikkim,Gyalshing,50,30,17,502,1056437,47.52,404,80.48
2020,Sikkim,Namchi,70,83,46,318,931976,34.12,162,50.94
2019,Karnataka,Bengaluru,152,86,85,486,1668260,29.13,271,55.76
2018,Sikkim,Gangtok,91,229,49,784,453258,172.97,560,71.43
2020,Jharkhand,Ranchi,22,277,82,531,879346,60.39,372,70.06
2019,Arunachal Pradesh,Itanagar,131,82,23,398,853800,46.62,289,72.61
2020,Himachal Pradesh,Shimla,24,293,65,777,1074523,72.31,566,72.84
2019,Chhattisgarh,Durg,87,289,46,656,1310552,50.06,527,80.34
2018,Ladakh,Leh,80,219,45,800,786498,101.72,645,80.62
2022,Meghalaya,Shillong,90,173,23,453,1143467,39.62,273,60.26
2020,Telangana,Nizamabad,13,295,72,595,1939717,30.67,383,64.37
2022,Delhi,Central Delhi,168,116,83,655,238067,275.13,462,70.53
2020,Goa,Panaji,26,288,73,731,1190788,61.39,486,66.48
2022,Tripura,Agartala,79,238,68,819,876335,93.46,725,88.52
2020,Gujarat,Vadodara,52,250,18,587,93127,630.32,335,57.07
2020,Lakshadweep,Agatti,95,254,35,507,1329173,38.14,462,91.12
2018,Mizoram,Lunglei,198,146,87,527,191021,275.89,442,83.87
2021,Maharashtra,Pune,12,264,8,534,518331,103.02,293,54.87
2022,Assam,Guwahati,16,185,72,672,1131321,59.4,454,67.56
2019,Lakshadweep,Kavaratti,102,252,5,830,520066,159.6,657,79.16
2021,Tamil Nadu,Madurai,176,80,51,461,167063,275.94,353,76.57
2020,Bihar,Muzaffarpur,100,78,74,359,732285,49.02,196,54.6
2018,Arunachal Pradesh,Pasighat,200,263,62,620,112456,551.33,375,60.48
2018,Meghalaya,Shillong,52,300,40,695,1037965,66.96,410,58.99
2019,West Bengal,Siliguri,38,197,49,465,1625997,28.6,412,88.6
2019,Madhya Pradesh,Gwalior,123,300,17,612,988823,61.89,468,76.47
2020,Assam,Guwahati,98,201,37,406,756601,53.66,393,96.8
2018,Kerala,Kochi,132,178,53,832,1034301,80.44,496,59.62
2019,Himachal Pradesh,Mandi,139,90,26,724,149951,482.82,656,90.61
2018,Uttarakhand,Nainital,197,38,24,323,823940,39.2,188,58.2
2019,Karnataka,Mysuru,155,216,90,910,1507170,60.38,682,74.95
2019,Mizoram,Lunglei,94,36,34,238,716099,33.24,119,50
2021,Bihar,Patna,103,294,76,953,1676105,56.86,742,77.86
2020,Haryana,Gurugram,13,128,49,604,1194335,50.57,373,61.75
2020,Punjab,Ludhiana,180,50,78,616,310225,198.57,543,88.15
2020,Jammu and Kashmir,Jammu,27,79,49,570,737260,77.31,462,81.05
2019,Uttar Pradesh,Agra,38,44,56,519,1871935,27.73,388,74.76
2022,Telangana,Hyderabad,95,259,64,599,940886,63.66,590,98.5
2022,Haryana,Faridabad,93,173,95,715,1202868,59.44,430,60.14
2021,Haryana,Panipat,46,259,65,548,285018,192.27,406,74.09
2021,Jharkhand,Dhanbad,173,204,62,528,1707278,30.93,346,65.53
2020,Kerala,Kozhikode,85,101,52,692,1985867,34.85,493,71.24
2018,Karnataka,Mysuru,24,194,82,647,1347459,48.02,569,87.94
2019,Lakshadweep,Agatti,69,84,43,533,710888,74.98,403,75.61
2018,Mizoram,Aizawl,23,31,37,238,63427,375.23,204,85.71
2019,Tripura,Udaipur,24,95,66,522,680250,76.74,391,74.9
2018,Chhattisgarh,Raipur,35,268,64,785,916104,85.69,628,80
2018,Lakshadweep,Kavaratti,163,183,45,856,790736,108.25,720,84.11
2018,Lakshadweep,Agatti,132,203,61,849,173552,489.19,841,99.06
2018,Bihar,Patna,97,77,94,416,1178070,35.31,278,66.83
2020,Odisha,Cuttack,117,130,72,667,1439203,46.35,477,71.51
2019,Madhya Pradesh,Indore,19,69,7,567,1395268,40.64,401,70.72
2020,Tamil Nadu,Chennai,67,83,67,501,1301549,38.49,443,88.42
2022,Haryana,Panipat,185,214,30,661,900320,73.42,386,58.4
2021,Telangana,Warangal,55,56,99,690,631885,109.2,418,60.58
2018,Mizoram,Aizawl,200,83,12,620,715571,86.64,459,74.03
2018,Bihar,Gaya,63,100,65,394,228069,172.75,259,65.74
2019,Assam,Dibrugarh,50,87,67,655,1232673,53.14,329,50.23
2018,Assam,Silchar,169,161,20,530,1741608,30.43,386,72.83
2018,Manipur,Thoubal,38,27,46,409,635292,64.38,230,56.23
2020,Assam,Dibrugarh,68,47,34,333,122409,272.04,318,95.5
2020,Manipur,Thoubal,125,186,54,709,1939950,36.55,393,55.43
2021,Chhattisgarh,Raipur,135,260,11,687,781256,87.94,374,54.44
2020,Kerala,Kozhikode,158,63,51,375,435332,86.14,310,82.67
2021,Delhi,South Delhi,42,287,30,730,992900,73.52,688,94.25
2022,Jammu and Kashmir,Anantnag,141,136,97,867,359242,241.34,698,80.51
2022,Andaman and Nicobar Islands,Car Nicobar,121,225,84,799,1149004,69.54,578,72.34
2020,Uttar Pradesh,Agra,24,278,6,588,1689370,34.81,478,81.29
2019,Karnataka,Mysuru,93,236,58,674,650881,103.55,398,59.05
2020,Gujarat,Surat,47,282,83,477,159246,299.54,297,62.26
2019,Tamil Nadu,Madurai,179,83,42,379,1239283,30.58,373,98.42
2020,Maharashtra,Nagpur,157,69,81,799,1788613,44.67,762,95.37
2019,Punjab,Amritsar,123,221,27,666,1503833,44.29,599,89.94
2018,Uttarakhand,Haridwar,35,255,63,846,1721385,49.15,648,76.6
2019,Goa,Panaji,120,251,90,796,1695538,46.95,696,87.44
2018,Bihar,Muzaffarpur,103,90,37,567,458316,123.71,505,89.07
2021,Odisha,Cuttack,30,202,78,628,1124747,55.83,601,95.7
2022,Sikkim,Namchi,82,78,19,297,300715,98.76,193,64.98
2021,Telangana,Warangal,118,112,57,630,879272,71.65,352,55.87
2021,Tripura,Agartala,131,43,100,487,1494074,32.6,475,97.54
2019,Mizoram,Aizawl,197,235,6,739,1481014,49.9,461,62.38
2022,Bihar,Muzaffarpur,43,245,30,396,1981627,19.98,213,53.79
2019,Andhra Pradesh,Guntur,48,172,82,691,506325,136.47,514,74.38
2022,Puducherry,Mahe,145,221,95,860,1834472,46.88,441,51.28
2021,Ladakh,Leh,90,58,55,459,331257,138.56,374,81.48
2021,Uttar Pradesh,Agra,23,65,66,409,336804,121.44,225,55.01
2020,Manipur,Churachandpur,172,45,15,469,61415,763.66,304,64.82
2018,Manipur,Imphal,189,236,11,724,1566730,46.21,478,66.02
2022,Telangana,Nizamabad,84,232,21,483,312718,154.45,296,61.28
2020,Himachal Pradesh,Kangra,120,43,77,610,1390430,43.87,346,56.72
2022,Delhi,New Delhi,160,22,44,533,1834447,29.06,524,98.31
2018,Uttar Pradesh,Agra,59,141,74,463,1621301,28.56,450,97.19
2018,Kerala,Kozhikode,138,267,69,617,1949852,31.64,397,64.34
2021,West Bengal,Siliguri,61,114,33,651,842801,77.24,350,53.76
2022,Tamil Nadu,Madurai,101,233,75,853,1724661,49.46,636,74.56
2022,Andhra Pradesh,Vijayawada,87,246,35,825,515928,159.91,700,84.85
2020,Goa,Vasco da Gama,114,131,63,785,1254432,62.58,751,95.67
2022,Goa,Margao,108,93,81,465,1611419,28.86,381,81.94
2021,Telangana,Hyderabad,62,190,23,542,1713211,31.64,343,63.28
2018,Tripura,Agartala,127,263,93,582,1164592,49.97,507,87.11
2022,Meghalaya,Shillong,12,78,80,478,501695,95.28,299,62.55
2021,Gujarat,Ahmedabad,117,96,14,512,1168937,43.8,338,66.02
2019,Odisha,Rourkela,111,114,31,518,428549,120.87,380,73.36
2020,Puducherry,Mahe,157,186,70,540,446602,120.91,540,100
2022,Puducherry,Karaikal,81,178,23,703,1896113,37.08,478,67.99
2019,Kerala,Thiruvananthapuram,164,94,42,395,1094844,36.08,345,87.34
2018,Jharkhand,Ranchi,75,59,15,366,1072135,34.14,267,72.95
2018,Madhya Pradesh,Bhopal,179,177,69,674,154610,435.94,480,71.22
2021,Andaman and Nicobar Islands,Port Blair,41,253,40,781,800064,97.62,583,74.65
2021,Himachal Pradesh,Shimla,156,281,82,905,1131472,79.98,655,72.38
2021,Sikkim,Namchi,41,124,36,683,577953,118.18,442,64.71
2019,Gujarat,Surat,147,280,30,637,1219232,52.25,589,92.46
2022,Punjab,Ludhiana,151,254,53,782,1299620,60.17,397,50.77
2019,Puducherry,Karaikal,95,68,92,639,1792506,35.65,385,60.25
2020,Sikkim,Gyalshing,183,271,80,802,1554076,51.61,800,99.75
2019,Delhi,New Delhi,192,25,61,480,1159205,41.41,383,79.79
2020,Meghalaya,Jowai,18,294,67,745,360226,206.81,439,58.93
2020,West Bengal,Kolkata,68,115,78,745,1183132,62.97,697,93.56
2018,Odisha,Rourkela,174,24,48,737,723183,101.91,521,70.69
2022,Karnataka,Bengaluru,120,28,75,716,180084,397.59,584,81.56
2021,Jammu and Kashmir,Srinagar,146,47,89,536,1685774,31.8,348,64.93
2021,Kerala,Kochi,25,160,7,559,1582233,35.33,511,91.41
2019,Gujarat,Surat,102,297,13,720,1816221,39.64,462,64.17
2020,Punjab,Ludhiana,67,158,93,495,583142,84.88,287,57.98
2022,Punjab,Amritsar,54,121,84,743,278989,266.32,386,51.95
2018,Sikkim,Gangtok,185,194,90,841,387254,217.17,793,94.29
2020,Uttar Pradesh,Agra,168,94,44,760,1550795,49.01,645,84.87
2018,Uttar Pradesh,Lucknow,115,94,22,673,481260,139.84,417,61.96
2021,Sikkim,Gangtok,67,71,89,415,1528698,27.15,207,49.88
2022,Nagaland,Dimapur,167,96,49,517,1177730,43.9,429,82.98
2022,Puducherry,Puducherry,23,123,98,534,1853039,28.82,488,91.39
2019,Jharkhand,Jamshedpur,186,225,9,690,1511590,45.65,516,74.78
2018,Assam,Dibrugarh,37,198,82,518,200242,258.69,452,87.26
2020,Chhattisgarh,Bilaspur,92,276,68,492,1680707,29.27,307,62.4
2018,Gujarat,Vadodara,113,256,47,739,1689413,43.74,490,66.31
2022,Himachal Pradesh,Shimla,102,105,75,651,981008,66.36,440,67.59
2021,Andhra Pradesh,Visakhapatnam,121,20,42,581,1172131,49.57,493,84.85
2018,Gujarat,Ahmedabad,195,170,83,830,250224,331.7,827,99.64
2018,Meghalaya,Jowai,89,51,81,505,1704032,29.64,382,75.64
2019,Rajasthan,Udaipur,198,102,37,761,1879215,40.5,544,71.48
2021,Andhra Pradesh,Vijayawada,127,49,48,359,1049536,34.21,268,74.65
2021,Haryana,Panipat,193,109,92,617,302182,204.18,488,79.09
2020,Andhra Pradesh,Visakhapatnam,47,49,97,437,1663531,26.27,409,93.59
2019,Ladakh,Kargil,149,224,29,505,546155,92.46,368,72.87
2018,Telangana,Warangal,25,186,30,565,1977820,28.57,559,98.94
2018,Delhi,New Delhi,67,108,82,724,1491687,48.54,705,97.38
2020,Dadra and Nagar Haveli and Daman and Diu,Silvassa,198,114,47,685,1093246,62.66,492,71.82
2018,Tripura,Agartala,103,61,59,307,1076869,28.51,297,96.74
2020,Arunachal Pradesh,Itanagar,33,77,13,334,718911,46.46,287,85.93
2018,Haryana,Faridabad,121,262,80,684,1291822,52.95,491,71.78
2020,Andaman and Nicobar Islands,Diglipur,178,158,14,693,468594,147.89,457,65.95
2020,Himachal Pradesh,Kangra,95,276,90,798,1470859,54.25,520,65.16
2018,Tamil Nadu,Coimbatore,41,193,6,377,967123,38.98,273,72.41
2021,Odisha,Cuttack,22,251,60,602,1336460,45.04,426,70.76
2022,Uttar Pradesh,Kanpur,120,203,64,609,341497,178.33,369,60.59
2022,Manipur,Thoubal,187,67,86,465,1866718,24.91,392,84.3
2019,Uttar Pradesh,Kanpur,20,250,95,590,673607,87.59,392,66.44
2022,Andhra Pradesh,Guntur,185,41,70,771,265019,290.92,496,64.33
2021,Haryana,Gurugram,47,54,53,370,301541,122.7,213,57.57
2021,Delhi,South Delhi,177,256,57,686,872943,78.58,641,93.44
2020,Gujarat,Ahmedabad,105,237,8,479,573596,83.51,245,51.15
2018,Tripura,Kailashahar,73,236,20,565,1818999,31.06,286,50.62
2018,Gujarat,Vadodara,182,28,22,391,1575192,24.82,315,80.56
2021,Delhi,South Delhi,181,53,29,592,1514548,39.09,561,94.76
2018,Tripura,Agartala,162,298,19,977,1023116,95.49,647,66.22
2020,Tamil Nadu,Madurai,167,217,18,619,311396,198.78,364,58.8
2021,Madhya Pradesh,Gwalior,22,115,36,409,1551068,26.37,371,90.71
2018,Nagaland,Kohima,168,273,25,899,1278566,70.31,742,82.54
2020,Mizoram,Lunglei,123,117,63,669,553473,120.87,627,93.72
2020,Andhra Pradesh,Guntur,137,179,36,754,1896478,39.76,627,83.16
2019,Chhattisgarh,Durg,199,140,71,694,116556,595.42,450,64.84
2018,Assam,Guwahati,194,45,49,663,1594249,41.59,411,61.99
2021,Chhattisgarh,Bilaspur,74,149,99,717,1342250,53.42,613,85.5
2019,Karnataka,Bengaluru,169,208,16,717,1973283,36.34,715,99.72
2020,Arunachal Pradesh,Tawang,163,63,65,373,1577154,23.65,254,68.1
2020,Bihar,Patna,157,21,62,612,1679554,36.44,453,74.02
2021,Puducherry,Puducherry,44,136,15,322,1450752,22.2,241,74.84
2020,Tamil Nadu,Madurai,79,180,16,369,1290507,28.59,256,69.38
2021,Meghalaya,Shillong,158,167,9,586,132850,441.1,464,79.18
2020,Rajasthan,Jodhpur,167,50,22,586,1350201,43.4,415,70.82
2018,Jharkhand,Dhanbad,138,149,72,476,304559,156.29,428,89.92
2022,Maharashtra,Mumbai,54,118,33,383,1070152,35.79,235,61.36
2018,Haryana,Faridabad,175,131,94,506,1521009,33.27,273,53.95
2018,Uttarakhand,Haridwar,45,47,62,519,1026189,50.58,438,84.39
2021,Ladakh,Leh,67,191,28,598,1906639,31.36,410,68.56
2019,Rajasthan,Udaipur,133,25,24,519,600817,86.38,307,59.15
2018,Uttar Pradesh,Agra,15,189,71,453,1085645,41.73,355,78.37
2020,Ladakh,Leh,70,28,63,638,1217094,52.42,334,52.35
2021,Uttarakhand,Dehradun,97,104,60,641,548553,116.85,482,75.2
2020,Karnataka,Bengaluru,166,278,14,714,60953,1171.39,479,67.09
2020,Andaman and Nicobar Islands,Port Blair,97,196,5,788,1741737,45.24,785,99.62
2020,Lakshadweep,Kavaratti,98,166,75,777,1942553,40,589,75.8
2018,Dadra and Nagar Haveli and Daman and Diu,Daman,199,152,82,844,809645,104.24,730,86.49
2018,Goa,Panaji,29,252,13,502,983235,51.06,375,74.7
2018,Tamil Nadu,Madurai,82,60,43,524,471073,111.24,443,84.54
2021,Karnataka,Mangaluru,160,263,16,819,1610925,50.84,617,75.34
2022,Nagaland,Mokokchung,190,264,75,695,958100,72.54,511,73.53
2021,Telangana,Hyderabad,35,28,17,530,1714076,30.92,337,63.58
2020,Kerala,Kochi,51,256,21,571,1944713,29.36,441,77.23
2019,Puducherry,Mahe,23,189,9,293,1035098,28.31,192,65.53
2022,Haryana,Faridabad,182,176,99,896,1699892,52.71,489,54.58
2020,Haryana,Faridabad,39,298,49,839,607201,138.18,485,57.81
2018,Mizoram,Lunglei,22,80,24,337,1923999,17.52,257,76.26
2022,Maharashtra,Mumbai,176,174,49,751,436933,171.88,674,89.75
2018,Himachal Pradesh,Mandi,35,269,60,854,1292815,66.06,591,69.2
2022,Nagaland,Kohima,170,199,37,858,1862785,46.06,558,65.03
2018,Mizoram,Lunglei,113,91,7,421,512080,82.21,227,53.92
2020,Gujarat,Surat,64,245,12,821,527388,155.67,755,91.96
2018,Odisha,Cuttack,127,120,72,658,1671583,39.36,473,71.88
2019,Goa,Vasco da Gama,55,149,24,395,126384,312.54,361,91.39
2019,Uttar Pradesh,Agra,118,299,97,585,1977805,29.58,585,100
2019,Haryana,Faridabad,175,124,48,510,1217817,41.88,429,84.12
2020,West Bengal,Kolkata,95,124,72,515,1502172,34.28,357,69.32
2022,Chhattisgarh,Raipur,39,20,8,465,222782,208.72,390,83.87
2019,Haryana,Panipat,168,94,35,748,1054014,70.97,710,94.92
